book_id,descr,descr_vecs
3444,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
3445,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
3446,"Spanning four decades, from 1968 onwards, this is the story of a fabulous but flawed family and the slew of ordinary and extraordinary incidents that shape their everyday lives. It is a story about childhood and growing up, loss of innocence, eccentricity, familial ties and friendships, love and life. Stripped down to its bare bones, it's about the unbreakable bond between a brother and sister.","[ 0.18912163 -0.03308781 -0.06568495  0.1390557   0.1293759   0.3896733
  0.390971    0.12283974  0.35975638 -0.03028493 -0.12265844 -0.2590015
 -0.40503493  0.01436113 -0.01429244 -0.13292487  0.09760688  0.17733651
 -0.1248111  -0.0010767  -0.29716265  0.16475809  0.16289166 -0.30318078
 -0.00446717 -0.15759581  0.3314733   0.03382362  0.3330637   0.06804923
 -0.04761174 -0.07248304  0.36310852 -0.30840394  0.28780305 -0.06469025
  0.2643951   0.03843846 -0.11227798  0.02869756 -0.3048156   0.07352006
 -0.28701514 -0.0313173   0.09102505  0.26040548 -0.26872605  0.03430296
  0.20093758  0.02318673 -0.16117278 -0.01758427  0.04533117 -0.01280707
 -0.11911041  0.05790756 -0.2922934  -0.02715521  0.03497354 -0.05644605
 -0.12589307 -0.5565125   0.06432404 -0.29118696  0.08749678  0.10128567
  0.03740558 -0.14526491  0.09485017  0.22851324 -0.25968018  0.05264595
  0.13614842 -0.14847203 -0.34497985 -0.21517026 -0.41892052  0.05715681
  0.18406184 -0.21932426 -0.2056503   0.0350274  -0.19710267 -0.02754035
 -0.07933591  0.38198477  0.00460559  0.43457583 -0.33300257  0.41494083
 -0.06823152  0.05674956  0.19942749  0.26052612 -0.27642512  0.0238825 ]"
3447,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
3448,"Chan contends that Christians have ignored the Holy Spirit for far too long, and it's causing disastrous results. Thorough scriptural support and compelling narrative form Chan's invitation to stop and remember the Spirit of the living God.","[-0.04596302 -0.18585846  0.01149693  0.21098769  0.01006062  0.20274562
  0.33317223  0.06167333  0.2792993   0.18844797  0.13700879 -0.06641904
 -0.40196824 -0.34324837 -0.12634271 -0.12699205 -0.22309671  0.08650938
 -0.18001395 -0.13664554 -0.31407815  0.1365606  -0.09752668 -0.2459737
  0.18740332 -0.06857055  0.4530499   0.30629516  0.2851866   0.21063045
  0.05057815 -0.12332262  0.09214636  0.0099142   0.06862334  0.00233136
  0.03042883 -0.11904021  0.02222471 -0.10008619 -0.34798533  0.15140882
 -0.16565071  0.08367719  0.23523557  0.13383847 -0.19019045  0.02563556
  0.12575358  0.02684717 -0.21739596  0.30038705 -0.1698097  -0.25028446
 -0.10949519  0.04330354 -0.18914263  0.17560986  0.06197228  0.08734304
  0.14030898 -0.30070558 -0.08736765 -0.03356163  0.28501976  0.00202542
  0.16810831 -0.10528957  0.15090913  0.18499075 -0.02238325  0.03093876
 -0.03528043 -0.05441335 -0.15889437 -0.3155381  -0.4075972  -0.28274485
 -0.02355802 -0.13547443 -0.22423176 -0.01936971 -0.23997042 -0.06880292
 -0.17533982  0.3057569   0.08075257  0.12267709 -0.20255202  0.23756391
 -0.01999404 -0.02067712  0.6139506   0.2769023  -0.12155579  0.02613218]"
3449,"#1 New York Times bestselling author of American Assassin—soon to be a major motion picture What if America's most powerful leader was also its prime target? Vince Flynn's shattering thriller, Term Limits, soared onto national bestseller lists and marked the emergence of a new master of political fiction in the same league as Tom Clancy. In USA Today, Larry King called Term Limits ""a page-turning read,"" while critics and readers nationwide praised its riveting premise of Washington under siege -- a scenario made chillingly real by this superb storyteller. Now, Flynn infiltrates America's power structure at its very core, in a new novel that places the president of the United States in the direct line of terrorist fire. On a busy Washington morning, amid the shuffle of tourists and the brisk rush of government officials, the stately calm of the White House is shattered in a hail of gunfire. A group of terrorists has descended on the Executive Mansion, and gained access by means of a violent massacre that has left dozens of innocent bystanders murdered. Through the quick actions of the Secret Service, the president is evacuated to his underground bunker, but not before almost one hundred hostages are taken. While the politicians and the military leaders argue over how to negotiate with the terrorists, one man is sent in to break through the barrage of panicked responses and political agendas surrounding the chaotic crisis. Mitch Rapp, the CIA's top counterterrorism operative, makes his way into the White House and soon discovers that the president is not as safe as Washington's power elite had thought. Moving stealthily among the corridors and secret passageways of the White House, stepping terrifyingly close to the enemy, Rapp scrambles to save the hostages before the terrorists can extract the president from the safety of his bunker. In a race against time, Rapp makes a chilling discovery that could rock Washington to its core: someone within his own government is maneuvering in hopes that his rescue attempt will fail. With the crackling tension and explosive action that made Term Limits ""a roller-coaster, edge-of-your-seat thriller"" (Minneapolis Star-Tribune), Vince Flynn delivers Transfer of Power -- a blockbuster novel that carries us just beyond today's headlines.","[ 0.15358564 -0.25806627 -0.07153591  0.09171662  0.04326969  0.17487907
  0.21491213  0.16416433  0.1224506   0.16488793 -0.03191151 -0.00532957
 -0.33452463 -0.1619973  -0.19867815 -0.22255972 -0.03838918  0.22076169
 -0.0299727  -0.02732349 -0.14590056  0.07786789 -0.02396185 -0.26637188
  0.13501906 -0.07629696  0.46945938  0.13532265  0.28265637  0.23505174
 -0.00494568 -0.18774615  0.28294703 -0.10846923  0.03395659 -0.17326921
  0.20319001  0.10915457 -0.18047722 -0.15828386 -0.29627645  0.1690688
 -0.13290156  0.04931903  0.07523953  0.10247253 -0.01994845  0.15404882
  0.07825737 -0.01502146 -0.49492013  0.16486466  0.09192713 -0.10723197
 -0.2273379   0.0918606  -0.07537841  0.03502371  0.19160761 -0.15052056
  0.02736208 -0.4517234  -0.05741491 -0.07296023  0.1260344  -0.0708792
  0.25569138 -0.06967589  0.08851255  0.20223029  0.1704213   0.23271862
  0.1743205  -0.11927804 -0.25586087 -0.32072946 -0.33975372 -0.2836345
 -0.02319749 -0.26224232 -0.07602745  0.08854016 -0.1958855  -0.19199724
 -0.01184948  0.12549281  0.12156601  0.18574822 -0.37580273  0.32625082
 -0.09401088 -0.0216564   0.56467044  0.27965105 -0.21429235  0.08305465]"
3450,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
3451,"Step-by-step instructions and scores of illustrations show aspiring beadworkers how to assemble more than 50 botanically accurate specimens of African violets, hyacinths, sunflowers, miniature versions of irises, jonquils, tea roses, and many other glittering beauties. Also, helpful suggestions for creating table decorations, attractive bouquets, and festive Christmas ornaments.","[ 0.0689752   0.14448135 -0.14240631  0.17042367  0.49617326  0.56364506
  0.42398924  0.351349    0.27209005 -0.33668798 -0.15733804 -0.33713862
 -0.39756858 -0.22504734 -0.11174165 -0.1758454   0.00831597  0.10032472
 -0.18440486 -0.14300492  0.01826969 -0.05258034 -0.05835003  0.11543432
 -0.10453466  0.05201861  0.32008478  0.12080918  0.42552683 -0.03941969
 -0.04815912 -0.3074874   0.24916725 -0.24447577  0.07470171 -0.11730822
  0.18022168  0.06181473 -0.13581546 -0.28833616 -0.8271252   0.05188543
 -0.37920207 -0.20580873  0.40135765 -0.03359763 -0.19590728 -0.11971247
  0.3122324  -0.00671791  0.02858142 -0.21362533  0.06825358 -0.02080284
  0.06382447  0.16691987 -0.11022643 -0.21021357 -0.15086357  0.11412102
 -0.03800851 -0.43909043 -0.09094569 -0.11426277  0.38698757  0.09954146
 -0.11065216  0.07807228  0.04752638  0.26242235 -0.14738148  0.06521812
  0.27980673 -0.21065721 -0.22404523 -0.03322858 -0.33249244 -0.0890931
 -0.03936841 -0.41040352 -0.14328985 -0.19289175  0.09891683  0.05563588
 -0.18039472  0.5782164  -0.34958884  0.5071962  -0.2006511   0.23193821
  0.02777392  0.39744407  0.58228886  0.38625705 -0.10809011  0.05325164]"
3452,"Just when Mia thinks life will be back to normal (as normal as life can get for the Princess of Genovia), her indomitable ""grandmere"" schedules a national TV interview for Mia and her mother is having her algebra teacher's baby.","[-0.04148653 -0.21777074  0.06420562 -0.03474801 -0.06326199  0.10328106
  0.17907172  0.1928471   0.01728531  0.06691454 -0.09296553 -0.2811208
 -0.25704655 -0.16037942 -0.13832866 -0.11799858  0.16952085  0.28361
 -0.11673243 -0.03553355  0.14001949  0.13823234 -0.08951443 -0.22106057
  0.25201887 -0.02419483  0.4897863   0.18841475  0.26169655  0.14571294
 -0.11649709 -0.07287125  0.532243   -0.1826407   0.07886687 -0.33603978
  0.26749247 -0.08653554 -0.01396599  0.06922818 -0.19229434  0.00610801
  0.19945897  0.07851845  0.20665662  0.00129934  0.16370475  0.08573816
  0.15861455 -0.08586808 -0.6071295   0.34821117 -0.12933765 -0.2930605
 -0.34332055 -0.01278414 -0.05236341  0.15432163  0.26281485  0.0178069
  0.3943268  -0.31712613  0.01884979 -0.05580834 -0.05932754  0.00486777
  0.32555047 -0.28523985 -0.02586441  0.13494922  0.030753   -0.02682904
  0.06957988 -0.16355221 -0.2213203  -0.38453102 -0.3161652  -0.24541023
 -0.00223963 -0.18667047  0.21297333  0.12936504 -0.36895922 -0.25505713
 -0.14190802  0.16605006 -0.12485041  0.15466073 -0.13241404  0.30081415
 -0.03065817 -0.047228    0.4515559   0.20694058 -0.09357242  0.34854847]"
3453,"Galen, prince of the Syrena, is sent to land to find a girl he's heard can communicate with fish. He finds Emma and after several encounters, including a deadly one with a shark, Galen becomes convinced Emma holds the key to his kingdom.","[-0.07262377 -0.2741143  -0.0402995   0.15065639 -0.10071642  0.28615582
  0.3062881  -0.07251694  0.0393836   0.28755823  0.1649601  -0.20926121
 -0.25689507  0.24301742 -0.17384115 -0.19889355  0.08188528  0.0387983
  0.18394843  0.02171368 -0.36495942  0.09116816 -0.15052293 -0.27495986
  0.04618691 -0.13646406  0.57264805  0.23936741  0.16677476  0.2185086
 -0.11719637  0.22444643  0.43757755  0.01263893  0.00404567 -0.24957491
 -0.0255316   0.02205685 -0.06637073  0.2301325   0.04401471  0.19956924
 -0.3381255   0.02352343 -0.00364586 -0.04963911  0.06596687  0.16385345
  0.2594106  -0.04278404 -0.6907207   0.04118334 -0.01012677 -0.17746454
 -0.11284811  0.07551379 -0.1739624   0.05960332  0.16108422 -0.17272152
  0.08859911 -0.38146034 -0.05442279 -0.0213991   0.19630761 -0.08473165
  0.16961586 -0.22486235  0.04121971  0.30081567  0.22916336  0.02377673
  0.12436098  0.03228841 -0.2313435  -0.2829277  -0.3504696  -0.441738
 -0.15064074 -0.39932    -0.07410438  0.12134287 -0.55231625 -0.06845257
  0.05429904  0.18598248  0.19973235  0.06993962 -0.15761973  0.40986884
 -0.05679271 -0.16469635  0.4985875   0.15487713 -0.2111193   0.17496134]"
3454,"In this second installment in the bestselling Dark-Hunter series, Talon meets Sunshine, who is the key to ending his curse once and for all.","[ 0.17953093 -0.21039745 -0.03340877 -0.07726528  0.1906847   0.38867253
  0.02389861  0.15767452  0.00214628  0.16211733 -0.06296636  0.14511555
 -0.40780047 -0.04139753 -0.13179174 -0.10547606  0.03933998  0.2946052
 -0.12234042  0.07281143 -0.2507619   0.22567938 -0.1882336  -0.21401751
  0.11635996 -0.11837655  0.6482733   0.13037637  0.345467    0.21142073
  0.12158556 -0.05160705  0.09636101 -0.17692421 -0.13422094 -0.29666838
  0.26487935  0.27158093 -0.04502371 -0.14033912  0.01203996 -0.01379915
 -0.191781   -0.1225177  -0.08669907  0.23806068 -0.05044866  0.2169894
  0.12357181 -0.01449752 -0.3767291   0.2468963   0.06662767  0.1915166
 -0.6189573  -0.1283548  -0.2914442   0.3031302   0.08602364  0.01229495
  0.20952895 -0.46932483 -0.0892589  -0.16664642  0.08369067  0.02187174
  0.35077885 -0.21006382 -0.01548954  0.25001812 -0.1457681   0.13207106
  0.13115095 -0.0914799  -0.2927592  -0.28810352 -0.2636932  -0.09757178
  0.04285936 -0.23445536 -0.04761296 -0.09396694 -0.12172597 -0.2832911
  0.05352178  0.1951      0.35460097  0.12426544 -0.29597735  0.45770553
 -0.1541692   0.22406055  0.39603806  0.2198776  -0.41907683  0.02762125]"
3455,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
3456,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
3457,"Originally published in 1857, ""Les Fleurs du Mal"" (English: The Flowers of Evil) is a volume of modernist poetry by Charles Baudelaire. The subject matter of these poems deals with themes relating to decadence and eroticism.","[ 0.17460161 -0.11262793 -0.09454051  0.09950385  0.11057469  0.19106665
  0.10925098  0.02822909  0.17285985  0.2261333   0.10911929 -0.1802241
 -0.5227428  -0.05621635 -0.11782083 -0.22321416 -0.04855223  0.21634358
 -0.01672244 -0.02023775 -0.37934068 -0.07665797  0.14279324 -0.09180915
  0.3314136   0.12522577  0.55226237  0.19673543  0.3916587   0.20385928
 -0.0191881  -0.2780773   0.42998064 -0.06573227 -0.04488783 -0.10818017
  0.3182882   0.2949832  -0.05222786 -0.06669924 -0.29926443  0.02859249
 -0.28882274 -0.08591809  0.04934563  0.14629126  0.06157432  0.00653333
  0.23382492 -0.18133737 -0.5043581  -0.21515135  0.41542235 -0.13559724
 -0.21155955 -0.01254658 -0.04652296 -0.1418655   0.2229339  -0.25812972
 -0.08470163 -0.35692474 -0.08122121 -0.22452368  0.01606441 -0.14373964
 -0.00520432 -0.23658581 -0.02008031 -0.06482945  0.12002697  0.1757428
  0.39237985 -0.13848262 -0.03412104 -0.16819222 -0.19642916 -0.0526067
  0.00338001 -0.18201451 -0.00397695 -0.08713523 -0.21201983 -0.2534965
  0.18041755  0.12854752 -0.08756446  0.33387405 -0.40091622  0.15782613
 -0.318658   -0.0343138   0.8087358   0.19451109 -0.17315748  0.3448421 ]"
3458,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
3459,"The complex moral ambiguities of seduction and revenge make Les Liaisons dangereuses (1782) one of the most scandalous and controversial novels in European literature. The subject of major film and stage adaptations, the novel's prime movers, the Vicomte de Valmont and the Marquise de Merteuil, form an unholy alliance and turn seduction into a game - a game which they must win. This new translation gives Laclos a modern voice, and readers will be able a judge whether the novel is as `diabolical' and `infamous' as its critics have claimed, or whether it has much to tell us about the kind of world we ourselves live in. David Coward's introduction explodes myths about Laclos's own life and puts the book in its literary and cultural context. - ;The complex moral ambiguities of seduction and revenge make Les Liaisons dangereuses (1782) one of the most scandalous and controversial novels in European literature. The subject of major film and stage adaptations, the novel's prime movers, the Vicomte de Valmont and the Marquise de Merteuil, form an unholy alliance and turn seduction into a game - a game which they must win. This new translation gives Laclos a modern voice, and readers will be able a judge whether the novel is as `diabolical' and `infamous' as its critics have claimed, or whether it has much to tell us about the kind of world we ourselves live in. David Coward's introduction explodes myths about Laclos's own life and puts the book in its literary and cultural context. - ;The Oxford World's Classic edition offers students an excellent introduction to this classic text and also important notes and chronologies. - Dr. Paraic Finnerty, University of Portsmouth.","[ 0.06934839 -0.22540429 -0.10297386  0.04957765  0.07046734  0.29990292
  0.36885822  0.20898668  0.17080873  0.1236292   0.03863231 -0.11719259
 -0.325338   -0.17304583 -0.05367769 -0.11476826  0.00864888  0.22401954
 -0.15630452 -0.11012229 -0.20261887  0.05529051  0.07166315 -0.1681843
  0.19863896 -0.05964097  0.46860307  0.22924247  0.24874055  0.03953039
 -0.07990567 -0.15496789  0.3330501  -0.15024959  0.08560806 -0.10423943
  0.21983385 -0.04156769 -0.12296437  0.02013793 -0.35161594  0.2441663
 -0.05820671  0.1270287   0.03607577  0.16462375 -0.07548025  0.13816303
 -0.02374276  0.05042595 -0.28628284  0.069809    0.00879275 -0.04858256
 -0.08110156  0.06093911 -0.19019182  0.03847732  0.03251661  0.04088968
 -0.00707097 -0.340977    0.01180904 -0.28034657  0.08292658  0.01770335
  0.06004065 -0.07635184  0.01897353  0.1830142  -0.05664726  0.24719505
  0.18094227 -0.15073112 -0.2052258  -0.28148732 -0.41956812 -0.19638725
  0.09644287 -0.15670559 -0.06927238 -0.11398914 -0.23215614 -0.09071944
 -0.13953437  0.2109674  -0.08607575  0.31616694 -0.32113203  0.29294443
 -0.09874808 -0.01773946  0.47660246  0.19001423 -0.09170359  0.15879016]"
3460,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
3461,"In his #1 New York Times bestseller Memory Man, David Baldacci introduced the extraordinary detective Amos Decker-the man who can forget nothing. Now, Decker returns in a spectacular new thriller . . . THE LAST MILE Convicted murderer Melvin Mars is counting down the last hours before his execution--for the violent killing of his parents twenty years earlier--when he's granted an unexpected reprieve. Another man has confessed to the crime. Amos Decker, newly hired on an FBI special task force, takes an interest in Mars's case after discovering the striking similarities to his own life: Both men were talented football players with promising careers cut short by tragedy. Both men's families were brutally murdered. And in both cases, another suspect came forward, years after the killing, to confess to the crime. A suspect who may or may not have been telling the truth. The confession has the potential to make Melvin Mars--guilty or not--a free man. Who wants Mars out of prison? And why now? But when a member of Decker's team disappears, it becomes clear that something much larger--and more sinister--than just one convicted criminal's life hangs in the balance. Decker will need all of his extraordinary brainpower to stop an innocent man from being executed.","[ 0.14451523 -0.22302857 -0.08467597  0.09152638 -0.06994105  0.16449001
  0.20017236  0.10160749  0.08629523  0.13804056  0.09775288  0.09325647
 -0.34450394 -0.06956285 -0.20025243 -0.1527104  -0.12390883  0.16039106
  0.04559913  0.00294834 -0.14922072  0.07285915  0.07428282 -0.26572663
  0.06261627  0.01312486  0.33427045  0.23190254  0.27005032  0.29378816
 -0.07324671 -0.0941685   0.2501993  -0.25718775 -0.03717728 -0.01468273
  0.05739921 -0.00631524 -0.05197395  0.0189057  -0.2735378   0.13965526
 -0.06840365  0.00825269  0.11960202 -0.07919572 -0.06102693  0.18487793
  0.21578996  0.03034326 -0.28794697  0.23270325 -0.04856576 -0.1116976
 -0.1122239   0.09298748 -0.10145583  0.05973078  0.02839203 -0.05942559
  0.11383264 -0.40995058 -0.06437175 -0.00583902  0.14404374 -0.1268331
  0.17981753 -0.15417169  0.12473112  0.09342127  0.09802713  0.26230952
 -0.02545448 -0.02929759 -0.09535737 -0.35091114 -0.2207834  -0.3184983
 -0.11532799 -0.17087771 -0.11564846  0.07912112 -0.24461053 -0.23533908
 -0.03977655  0.21820739  0.17215866 -0.01474949 -0.2413221   0.27557465
 -0.04468245 -0.00548809  0.47202235  0.31482133 -0.15663515 -0.01623891]"
